fieldstonull,id,account_priority_score_vod__c,account_vod__c,account_vod__r,action_count_vod__c,actioned_vod__c,attachedcontentdocuments,attachments,call_objective_clm_id_vod__c,call_objective_from_date_vod__c,call_objective_on_by_default_vod__c,call_objective_record_type_vod__c,call_objective_to_date_vod__c,call_objectives_vod__r,calls_vod__r,combinedattachments,contentdocumentlinks,createdby,createdbyid,createddate,dismiss_count_vod__c,dismissed_vod__c,display_dismiss_vod__c,display_mark_as_complete_vod__c,display_score_vod__c,duplicaterecorditems,email_template_id_vod__c,email_template_vault_id_vod__c,email_template_vod__c,emails,expiration_date_vod__c,isdeleted,islocked,lastmodifiedby,lastmodifiedbyid,lastmodifieddate,lastreferenceddate,lastvieweddate,lookedupfromactivities,mark_complete_count_vod__c,marked_as_complete_vod__c,mayedit,name,no_homepage_vod__c,notes,notesandattachments,owner,ownerid,planned_call_date_vod__c,posted_date_vod__c,priority_vod__c,processinstances,processsteps,reason_vod__c,recordtype,recordtypeid,record_type_name_vod__c,sent_email_vod__r,suggestion_external_id_vod__c,suggestion_feedback_vod__r,suggestion_tags_vod__r,suppress_reason_vod__c,survey_targets__r,systemmodstamp,tags,title_vod__c,topicassignments,userrecordaccess,idate
NULL,,989,001U000001Pf9DzIAJ,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,12/21/2018,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,12/21/2018,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Urgent_vod,NULL,NULL,"HCP is high potential, should be called once in 2 weeks",NULL,012U0000000QsZtIAK,Call_vod,NULL,ACC_POC_11,NULL,NULL,FALSE,NULL,,NULL,Schedule a Call for Entresto,NULL,NULL,2018-12
NULL,,988,001U000001XogYzIAJ,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,12/21/2018,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,12/21/2018,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Urgent_vod,NULL,NULL,"HCP is high potential, should be called once in 2 weeks",NULL,012U0000000QsZtIAK,Call_vod,NULL,ACC_POC_12,NULL,NULL,FALSE,NULL,,NULL,Schedule a Call for Entresto,NULL,NULL,2018-12
NULL,,987,001U000001dYSKdIAO,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,12/21/2018,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,12/21/2018,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Urgent_vod,NULL,NULL,"HCP is high potential, should be called once in 2 weeks",NULL,012U0000000QsZtIAK,Call_vod,NULL,ACC_POC_13,NULL,NULL,FALSE,NULL,,NULL,Schedule a Call for Entresto,NULL,NULL,2018-12
NULL,,500,0010B00001mSBjtQAG,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_14,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,499,0010B00001mpN3uQAE,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_15,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,498,0010B00001n1G9DQAU,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_16,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,497,0010B00001qXGFhQAO,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_17,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,496,0010B00001xKCTnQAO,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_18,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,495,0010B00001jPQaPQAW,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_19,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,494,0010B00001jPQaRQAW,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_20,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,493,0010B00001kMsqpQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_21,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,492,0010B00001kMsqqQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_22,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,491,0010B00001kMsqrQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_23,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,490,0010B00001kMsqsQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_24,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,489,0010B00001kMsqtQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_25,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,488,0010B00001kMubaQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_26,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,487,0010B00001kMubbQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_27,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,486,0010B00001kMzO3QAK,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_28,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,485,0010B00001kMzO4QAK,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_29,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,484,0010B00001kMzO5QAK,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_30,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,483,0010B00001kMzO6QAK,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_31,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,482,0010B00001kN5lRQAS,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_32,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,481,0010B00001kN5lSQAS,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_33,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,480,0010B00001kN7dTQAS,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_34,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,479,0010B00001kN7dUQAS,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_35,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,478,0010B00001kNVBcQAO,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_36,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,477,0010B00001lGVGuQAO,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_37,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,476,0010B00001lGVGvQAO,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_38,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,475,0010B00001lGVGwQAO,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_39,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,474,0010B00001lGVGyQAO,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_40,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
